CSI_SITE_HANDLE,CSI_ADDRESS_ID,CSI_CORE_SITE_ID,CSI_CUST_HANDLE,CSI_ORDER_HANDLE,CSI_SERVICEHANDLE,CSI_USID,CSI_SERVICEELEMENTCLASS,GOLD_SITE_CODE,GOLD_ADDRESS_ID,GOLD_CORE_SITE_ID,GOLD_STATUS,GOLD_ICO,IS_AVAILABLE_AFTER_ADD_WHITESPACE
LONB3739-9,,,3739,22408,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,LONB3739-9,,,0,3739,CSI_SITEHANDLE_FOUND_IN_GOLD
4233_Ottawa Emb,,,4233,21436,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,4233_Ottawa Emb,,,0,4233,CSI_SITEHANDLE_FOUND_IN_GOLD
YEE,,,28358,19117,IP_VPN,NOT REQUIRED,NOT REQUIRED,YEE,,,0,28358,CSI_SITEHANDLE_FOUND_IN_GOLD
2786-Taiwan-Taipei,,,2786,22108,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,2786-Taiwan-Taipei,,,0,2786,CSI_SITEHANDLE_FOUND_IN_GOLD
2786-Cyprus Nicosia,,,2786,22048,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,2786-Cyprus Nicosia,,,0,2786,CSI_SITEHANDLE_FOUND_IN_GOLD
JHYB3969-4,,,3969,14771,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,JHYB3969-4,,,0,3969,CSI_SITEHANDLE_FOUND_IN_GOLD
pet3,MA18003470,MS18003374,28358,19221,IP_VPN,NOT REQUIRED,NOT REQUIRED,pet3,MA18003470,MS18003374,0,28358,CSI_SITEHANDLE_FOUND_IN_GOLD
Glattbrugg,,,35735,15145,IP_VPN,NOT REQUIRED,NOT REQUIRED,Glattbrugg,,,0,35735,CSI_SITEHANDLE_FOUND_IN_GOLD
STRN5108-9,,,5108,15029,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,STRN5108-9,,,0,5108,CSI_SITEHANDLE_FOUND_IN_GOLD
CPE-0229 CFTRUSNYA2,,,2646,11991,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,CPE-0229 CFTRUSNYA2,,,0,2646,CSI_SITEHANDLE_FOUND_IN_GOLD
EMY,,,28358,15809,IP_VPN,NOT REQUIRED,NOT REQUIRED,EMY,,,0,28358,CSI_SITEHANDLE_FOUND_IN_GOLD
HFDB8045-1,,,8045,19035,IP_VPN,NOT REQUIRED,NOT REQUIRED,HFDB8045-1,,,1,8045,CSI_SITEHANDLE_FOUND_IN_GOLD
BRIST2354,,,2354,22573,IP_VPN,NOT REQUIRED,NOT REQUIRED,BRIST2354,,,0,2354,CSI_SITEHANDLE_FOUND_IN_GOLD
NEUTRAUBLING_014633,MAG5211310,MSG5211537,6287,17656,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,NEUTRAUBLING_014633,MAG5211310,MSG5211537,0,6287,CSI_SITEHANDLE_FOUND_IN_GOLD
SHA 2,,,7475,22527,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,SHA 2,,,0,7475,CSI_SITEHANDLE_FOUND_IN_GOLD
BJS 2,,,7475,22530,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,BJS 2,,,0,7475,CSI_SITEHANDLE_FOUND_IN_GOLD
Portugal - Lisbon (LIS),MA12002184,MS12002171,4142,17482,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,Portugal - Lisbon (LIS),MA12002184,MS12002171,0,36572,CSI_SITEHANDLE_FOUND_IN_GOLD
Schaffner Wertheim,,,39415,17119,IP_VPN,NOT REQUIRED,NOT REQUIRED,Schaffner Wertheim,,,0,39415,CSI_SITEHANDLE_FOUND_IN_GOLD
VOL,,,28358,15484,IP_VPN,NOT REQUIRED,NOT REQUIRED,VOL,,,0,28358,CSI_SITEHANDLE_FOUND_IN_GOLD
CPHb6730-3,,,6370,17874,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,CPHb6730-3,,,0,6370,CSI_SITEHANDLE_FOUND_IN_GOLD
KONE Clapham,,,9503,18729,IP_VPN,NOT REQUIRED,NOT REQUIRED,KONE Clapham,,,0,9503,CSI_SITEHANDLE_FOUND_IN_GOLD
Presidente Prudente,,,34885,16758,IP_VPN,NOT REQUIRED,NOT REQUIRED,Presidente Prudente,,,0,34885,CSI_SITEHANDLE_FOUND_IN_GOLD
BEI02,,,6253,28004,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,BEI02,,,0,6253,CSI_SITEHANDLE_FOUND_IN_GOLD
Atlanta Data Center,,,2273,23604,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,Atlanta Data Center,,,0,2273,CSI_SITEHANDLE_FOUND_IN_GOLD
Singapore - Site 9,,,9188,21665,IP_VPN,NOT REQUIRED,NOT REQUIRED,Singapore - Site 9,,,0,9188,CSI_SITEHANDLE_FOUND_IN_GOLD
WARREN,MA17003569,MS17003443,6131,10503,IP_VPN,NOT REQUIRED,NOT REQUIRED,WARREN,MA17003569,MS17003443,0,6131,CSI_SITEHANDLE_FOUND_IN_GOLD
AA-NL-Amsterdam,,,9656,16305,IP_VPN,NOT REQUIRED,NOT REQUIRED,AA-NL-Amsterdam,,,0,9656,CSI_SITEHANDLE_FOUND_IN_GOLD
SVGB7294-3,MAG1000492,MSG1000665,7294,14125,IP_VPN,NOT REQUIRED,NOT REQUIRED,SVGB7294-3,MAG1000492,MSG1000665,0,7294,CSI_SITEHANDLE_FOUND_IN_GOLD
JALAPRATHAN CEMENT PLC,,,2812,17569,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,JALAPRATHAN CEMENT PLC,,,0,2812,CSI_SITEHANDLE_FOUND_IN_GOLD
Banca Nassau,,,11031,22759,IP_VPN,NOT REQUIRED,NOT REQUIRED,Banca Nassau,,,0,11031,CSI_SITEHANDLE_FOUND_IN_GOLD
CPE-0325 CCFRFRPPB1,,,2646,19391,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,CPE-0325 CCFRFRPPB1,,,0,2646,CSI_SITEHANDLE_FOUND_IN_GOLD
750,,,11840,22796,IP_VPN,NOT REQUIRED,NOT REQUIRED,750,,,0,11840,CSI_SITEHANDLE_FOUND_IN_GOLD
9813 - Santa Monica,,,9813,19619,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,9813 - Santa Monica,,,0,9813,CSI_SITEHANDLE_FOUND_IN_GOLD
HAMB9284-1,,,9284,21787,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,HAMB9284-1,,,0,9284,CSI_SITEHANDLE_FOUND_IN_GOLD
IRL,,,35532,20638,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,IRL,,,0,35532,CSI_SITEHANDLE_FOUND_IN_GOLD
WINYM,,,1258,17417,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,WINYM,,,0,1258,CSI_SITEHANDLE_FOUND_IN_GOLD
Ace - Wellington,,,9338,21865,IP_VPN,NOT REQUIRED,NOT REQUIRED,Ace - Wellington,,,0,9338,CSI_SITEHANDLE_FOUND_IN_GOLD
Mel0958,,,9338,21859,IP_VPN,NOT REQUIRED,NOT REQUIRED,Mel0958,,,0,9338,CSI_SITEHANDLE_FOUND_IN_GOLD
Budapest.,,,7150,21809,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,Budapest.,,,0,7150,CSI_SITEHANDLE_FOUND_IN_GOLD
Korea-rio tinto,,,4242,21688,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,Korea-rio tinto,,,0,4242,CSI_SITEHANDLE_FOUND_IN_GOLD
GM2_MiltonKeynes,,,19124,12722,IP_VPN,NOT REQUIRED,NOT REQUIRED,GM2_MiltonKeynes,,,0,19124,CSI_SITEHANDLE_FOUND_IN_GOLD
AA-NL-Den Haaf,,,9656,16306,IP_VPN,NOT REQUIRED,NOT REQUIRED,AA-NL-Den Haaf,,,0,9656,CSI_SITEHANDLE_FOUND_IN_GOLD
AA-PT-Lissabon,,,9656,16318,IP_VPN,NOT REQUIRED,NOT REQUIRED,AA-PT-Lissabon,,,0,9656,CSI_SITEHANDLE_FOUND_IN_GOLD
AA-TR-Ankara,,,9656,16346,IP_VPN,NOT REQUIRED,NOT REQUIRED,AA-TR-Ankara,,,0,9656,CSI_SITEHANDLE_FOUND_IN_GOLD
California 01,,,2276,17947,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,California 01,,,0,2276,CSI_SITEHANDLE_FOUND_IN_GOLD
"Washington, Embassy",,,33169,23985,IP_VPN,NOT REQUIRED,NOT REQUIRED,"Washington, Embassy",,,0,33169,CSI_SITEHANDLE_FOUND_IN_GOLD
GM2_Leeds1,,,19124,14185,IP_VPN,NOT REQUIRED,NOT REQUIRED,GM2_Leeds1,,,0,19124,CSI_SITEHANDLE_FOUND_IN_GOLD
BAMA,CI00024609,CI00024512,23622,24299,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,BAMA,CI00024609,CI00024512,0,23622,CSI_SITEHANDLE_FOUND_IN_GOLD
Mongstad - Site 24,,,9188,17250,IP_VPN,NOT REQUIRED,NOT REQUIRED,Mongstad - Site 24,,,0,9188,CSI_SITEHANDLE_FOUND_IN_GOLD
BI-USA-Ridgefield-HUB3,,,5682,18854,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,BI-USA-Ridgefield-HUB3,,,0,5682,CSI_SITEHANDLE_FOUND_IN_GOLD
IP VPN Testbed Gesa,,,2646,23579,IP_VPN,NOT REQUIRED,NOT REQUIRED,IP VPN Testbed Gesa,,,0,2646,CSI_SITEHANDLE_FOUND_IN_GOLD
Skjetten Buerkert,,,24986,23351,IP_VPN,NOT REQUIRED,NOT REQUIRED,Skjetten Buerkert,,,0,24986,CSI_SITEHANDLE_FOUND_IN_GOLD
GVAB3739-1,,,3739,10688,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,GVAB3739-1,,,0,3739,CSI_SITEHANDLE_FOUND_IN_GOLD
IPS,,,6131,20115,IP_VPN,NOT REQUIRED,NOT REQUIRED,IPS,,,0,6131,CSI_SITEHANDLE_FOUND_IN_GOLD
Beijing - Site No 5,,,9188,15798,IP_VPN,NOT REQUIRED,NOT REQUIRED,Beijing - Site No 5,,,0,9188,CSI_SITEHANDLE_FOUND_IN_GOLD
Berlin2,,,10944,21634,IP_VPN,NOT REQUIRED,NOT REQUIRED,Berlin2,,,2,10944,CSI_SITEHANDLE_FOUND_IN_GOLD
VIEHB,,,1258,17501,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,VIEHB,,,0,1258,CSI_SITEHANDLE_FOUND_IN_GOLD
CEXXON-GUAM,,,23651,23609,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,CEXXON-GUAM,,,0,23651,CSI_SITEHANDLE_FOUND_IN_GOLD
CExxon-Mumbai,,,23651,23611,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,CExxon-Mumbai,,,0,23651,CSI_SITEHANDLE_FOUND_IN_GOLD
CEXXON-BANGKOK,,,23651,24082,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,CEXXON-BANGKOK,,,0,23651,CSI_SITEHANDLE_FOUND_IN_GOLD
Budapest new site,,,2276,19916,IP_VPN,NOT REQUIRED,NOT REQUIRED,Budapest new site,,,0,2276,CSI_SITEHANDLE_FOUND_IN_GOLD
FKBB5108-5,,,5108,14889,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,FKBB5108-5,,,0,5108,CSI_SITEHANDLE_FOUND_IN_GOLD
FKBB5108-3,,,5108,14887,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,FKBB5108-3,,,0,5108,CSI_SITEHANDLE_FOUND_IN_GOLD
EGYPT01,,,39421,18557,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,EGYPT01,,,0,39421,CSI_SITEHANDLE_FOUND_IN_GOLD
ITMIL01,,,39421,18562,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,ITMIL01,,,0,39421,CSI_SITEHANDLE_FOUND_IN_GOLD
PLD01,,,39421,18583,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,PLD01,,,0,39421,CSI_SITEHANDLE_FOUND_IN_GOLD
"Gdansk, Embassy",,,33169,23940,IP_VPN,NOT REQUIRED,NOT REQUIRED,"Gdansk, Embassy",,,0,33169,CSI_SITEHANDLE_FOUND_IN_GOLD
KN Mallorca,,,9319,17640,IP_VPN,NOT REQUIRED,NOT REQUIRED,KN Mallorca,,,0,9319,CSI_SITEHANDLE_FOUND_IN_GOLD
BJSB7152-1,,,7152,15157,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,BJSB7152-1,,,0,7152,CSI_SITEHANDLE_FOUND_IN_GOLD
BRUB6075-1,,,6075,21854,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,BRUB6075-1,,,0,6075,CSI_SITEHANDLE_FOUND_IN_GOLD
AA-PL-Warschau,,,9656,16317,IP_VPN,NOT REQUIRED,NOT REQUIRED,AA-PL-Warschau,,,0,9656,CSI_SITEHANDLE_FOUND_IN_GOLD
BOGB7417-1,,,7417,20447,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,BOGB7417-1,,,0,7417,CSI_SITEHANDLE_FOUND_IN_GOLD
"Aussaguel, France",CI00001943,CI00001936,34885,16756,IP_VPN,NOT REQUIRED,NOT REQUIRED,"Aussaguel, France",CI00001943,CI00001936,0,34885,CSI_SITEHANDLE_FOUND_IN_GOLD
1325 6th Ave,,,35902,22898,IP_VPN,NOT REQUIRED,NOT REQUIRED,1325 6th Ave,,,0,35902,CSI_SITEHANDLE_FOUND_IN_GOLD
LSZX061,,,1799,21593,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,LSZX061,,,0,1799,CSI_SITEHANDLE_FOUND_IN_GOLD
"Brussels, REPR",,,33169,23929,IP_VPN,NOT REQUIRED,NOT REQUIRED,"Brussels, REPR",,,0,33169,CSI_SITEHANDLE_FOUND_IN_GOLD
JAOB6075-1,,,6075,21891,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,JAOB6075-1,,,0,6075,CSI_SITEHANDLE_FOUND_IN_GOLD
Mexico City Whouse,,,35902,22863,IP_VPN,NOT REQUIRED,NOT REQUIRED,Mexico City Whouse,,,0,35902,CSI_SITEHANDLE_FOUND_IN_GOLD
GM2_Leicester,,,19124,14189,IP_VPN,NOT REQUIRED,NOT REQUIRED,GM2_Leicester,,,0,19124,CSI_SITEHANDLE_FOUND_IN_GOLD
HVB MUC,,,11075,11345,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,HVB MUC,,,0,11075,CSI_SITEHANDLE_FOUND_IN_GOLD
HWP-Zhuhai,MAG5322351,MSG5322906,9868,14696,IP_VPN,NOT REQUIRED,NOT REQUIRED,HWP-Zhuhai,MAG5322351,MSG5322906,0,9868,CSI_SITEHANDLE_FOUND_IN_GOLD
Miami Fl,,,35902,24062,IP_VPN,NOT REQUIRED,NOT REQUIRED,Miami Fl,,,0,35902,CSI_SITEHANDLE_FOUND_IN_GOLD
YYZB3963-2,,,3963,24358,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,YYZB3963-2,,,1,3963,CSI_SITEHANDLE_FOUND_IN_GOLD
WAC2,,,10759,17709,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,WAC2,,,0,10759,CSI_SITEHANDLE_FOUND_IN_GOLD
LUXB4024-0,,,40339,20898,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,LUXB4024-0,,,0,40339,CSI_SITEHANDLE_FOUND_IN_GOLD
New Site 7,MAG5316232,MSG5316570,7317,14778,IP_VPN,NOT REQUIRED,NOT REQUIRED,New Site 7,MAG5316232,MSG5316570,0,7317,CSI_SITEHANDLE_FOUND_IN_GOLD
BRASILIA,CI00015542,CI00015462,10718,15114,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,BRASILIA,CI00015542,CI00015462,0,45523,CSI_SITEHANDLE_FOUND_IN_GOLD
Jurong,,,3772,17324,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,Jurong,,,0,3772,CSI_SITEHANDLE_FOUND_IN_GOLD
41187,,,35033,28280,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,41187,,,0,35033,CSI_SITEHANDLE_FOUND_IN_GOLD
LONB5938-1,,,5938,22745,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,LONB5938-1,,,0,5938,CSI_SITEHANDLE_FOUND_IN_GOLD
4233_Lima Emb,MAG5206504,MSG5206616,4233,24689,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,4233_Lima Emb,MAG5206504,MSG5206616,0,4233,CSI_SITEHANDLE_FOUND_IN_GOLD
BRSB5108-20,,,5108,33908,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,BRSB5108-20,,,0,5108,CSI_SITEHANDLE_FOUND_IN_GOLD
CPE-0315 BBRUBEBBC2,,,2646,18010,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,CPE-0315 BBRUBEBBC2,,,0,2646,CSI_SITEHANDLE_FOUND_IN_GOLD
NBP Xeod Services,,,5892,16892,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,NBP Xeod Services,,,0,5892,CSI_SITEHANDLE_FOUND_IN_GOLD
Oslo - Site 31,,,9188,17826,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,Oslo - Site 31,,,0,9188,CSI_SITEHANDLE_FOUND_IN_GOLD
City Reach,,,9188,17815,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,City Reach,,,1,9188,CSI_SITEHANDLE_FOUND_IN_GOLD
Hanjin-USA-SSZSC,,,661444,25756,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,Hanjin-USA-SSZSC,,,0,661444,CSI_SITEHANDLE_FOUND_IN_GOLD
BUDB6402-1,,,6402,18753,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,BUDB6402-1,,,0,6402,CSI_SITEHANDLE_FOUND_IN_GOLD
SE Banken,,,2198,13826,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,SE Banken,,,0,2198,CSI_SITEHANDLE_FOUND_IN_GOLD
KN Leeds,,,9319,15063,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,KN Leeds,,,0,9319,CSI_SITEHANDLE_FOUND_IN_GOLD
Hong Kong Deutsche Bank,,,2198,20564,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,Hong Kong Deutsche Bank,,,0,2198,CSI_SITEHANDLE_FOUND_IN_GOLD
Mc Spain 1,,,29045,14350,IP_VPN,NOT REQUIRED,NOT REQUIRED,Mc Spain 1,,,0,29045,CSI_SITEHANDLE_FOUND_IN_GOLD
CCHBC-Sofia,,,8095,16998,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,CCHBC-Sofia,,,0,8095,CSI_SITEHANDLE_FOUND_IN_GOLD
CCHBC-Molino,,,8095,17051,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,CCHBC-Molino,,,0,8095,CSI_SITEHANDLE_FOUND_IN_GOLD
CCBHC-Bucharest,MAG5316836,MSG5317188,8095,17026,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,CCBHC-Bucharest,MAG5316836,MSG5317188,0,8095,CSI_SITEHANDLE_FOUND_IN_GOLD
Wien-Meidling,,,18086,17070,IP_VPN,NOT REQUIRED,NOT REQUIRED,Wien-Meidling,,,0,18086,CSI_SITEHANDLE_FOUND_IN_GOLD
CPE-0291 ADIABE22A1,,,2646,15686,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,CPE-0291 ADIABE22A1,,,0,2646,CSI_SITEHANDLE_FOUND_IN_GOLD
CPE-0318 SUIUS33A2,,,2646,18358,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,CPE-0318 SUIUS33A2,,,0,2646,CSI_SITEHANDLE_FOUND_IN_GOLD
AA-US-Boston,,,9656,16264,IP_VPN,NOT REQUIRED,NOT REQUIRED,AA-US-Boston,,,0,9656,CSI_SITEHANDLE_FOUND_IN_GOLD
11075 Vintners Place,,,11075,22147,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,11075 Vintners Place,,,0,11075,CSI_SITEHANDLE_FOUND_IN_GOLD
11075 Basinghall,,,11075,22145,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,11075 Basinghall,,,0,11075,CSI_SITEHANDLE_FOUND_IN_GOLD
GB-Reading,,,35590,15694,IP_VPN,NOT REQUIRED,NOT REQUIRED,GB-Reading,,,0,35590,CSI_SITEHANDLE_FOUND_IN_GOLD
Abou Dhabi,MA16005414,MS16005283,23533,24996,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,Abou Dhabi,MA16005414,MS16005283,0,23533,CSI_SITEHANDLE_FOUND_IN_GOLD
FCF Puteeaux,,,26972,18020,IP_VPN,NOT REQUIRED,NOT REQUIRED,FCF Puteeaux,,,0,26972,CSI_SITEHANDLE_FOUND_IN_GOLD
HVB MIL,,,11075,24853,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,HVB MIL,,,0,11075,CSI_SITEHANDLE_FOUND_IN_GOLD
LnZB2446-1,,,2446,12146,FRAME_RELAY_PURPLE,NOT REQUIRED,NOT REQUIRED,LnZB2446-1,,,0,2446,CSI_SITEHANDLE_FOUND_IN_GOLD
SOB,,,30075,23840,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,SOB,,,0,30075,CSI_SITEHANDLE_FOUND_IN_GOLD
chi01330,,,10077,99025,IP_VPN,NOT REQUIRED,NOT REQUIRED,chi01330,,,0,10077,CSI_SITEHANDLE_FOUND_IN_GOLD
SYDRN,,,1121,25687,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,SYDRN,,,0,1121,CSI_SITEHANDLE_FOUND_IN_GOLD
SAOB2273-1,MAG5314964,MSG5315261,2273,16427,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,SAOB2273-1,MAG5314964,MSG5315261,0,2273,CSI_SITEHANDLE_FOUND_IN_GOLD
HAJB5108-7,,,5108,14905,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,HAJB5108-7,,,0,5108,CSI_SITEHANDLE_FOUND_IN_GOLD
Wolverhampton,MA18005771,MS18005610,39384,16765,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,Wolverhampton,MA18005771,MS18005610,0,39384,CSI_SITEHANDLE_FOUND_IN_GOLD
Manchester Palace,,,1901,20205,IP_VPN,NOT REQUIRED,NOT REQUIRED,Manchester Palace,,,0,1901,CSI_SITEHANDLE_FOUND_IN_GOLD
BOSB8045-3,,,8045,16590,IP_VPN,NOT REQUIRED,NOT REQUIRED,BOSB8045-3,,,1,8045,CSI_SITEHANDLE_FOUND_IN_GOLD
SHAB7317-1,,,7317,23700,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,SHAB7317-1,,,0,7317,CSI_SITEHANDLE_FOUND_IN_GOLD
WASB7317-1,,,7317,23695,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,WASB7317-1,,,0,7317,CSI_SITEHANDLE_FOUND_IN_GOLD
PRGB2420-1,,,2420,18229,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,PRGB2420-1,,,0,2420,CSI_SITEHANDLE_FOUND_IN_GOLD
AA-HU-Budapest,,,9656,16361,IP_VPN,NOT REQUIRED,NOT REQUIRED,AA-HU-Budapest,,,0,9656,CSI_SITEHANDLE_FOUND_IN_GOLD
AA-IS-Reykjavik,,,9656,16362,IP_VPN,NOT REQUIRED,NOT REQUIRED,AA-IS-Reykjavik,,,0,9656,CSI_SITEHANDLE_FOUND_IN_GOLD
AA-EC-Quito,,,9656,16347,IP_VPN,NOT REQUIRED,NOT REQUIRED,AA-EC-Quito,,,0,9656,CSI_SITEHANDLE_FOUND_IN_GOLD
9813 - Moscow,CI00003354,CI00003337,9813,24291,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,9813 - Moscow,CI00003354,CI00003337,0,9813,CSI_SITEHANDLE_FOUND_IN_GOLD
SJUB2273-2,,,2273,25752,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,SJUB2273-2,,,0,2273,CSI_SITEHANDLE_FOUND_IN_GOLD
MADB4291-1,,,4291,25864,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,MADB4291-1,,,0,4291,CSI_SITEHANDLE_FOUND_IN_GOLD
LYSB4291-1,,,4291,25863,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,LYSB4291-1,,,0,4291,CSI_SITEHANDLE_FOUND_IN_GOLD
MEXB4291-1,,,4291,25874,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,MEXB4291-1,,,0,4291,CSI_SITEHANDLE_FOUND_IN_GOLD
MKYB4655-2,,,4655,24816,IP_VPN,NOT REQUIRED,NOT REQUIRED,MKYB4655-2,,,0,4655,CSI_SITEHANDLE_FOUND_IN_GOLD
Dom. Rep. Santo Domingo,,,9517,25385,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,Dom. Rep. Santo Domingo,,,0,9517,CSI_SITEHANDLE_FOUND_IN_GOLD
MSYB10770-2,,,10770,25039,IP_VPN,NOT REQUIRED,NOT REQUIRED,MSYB10770-2,,,0,10770,CSI_SITEHANDLE_FOUND_IN_GOLD
CCHBC-Sofia,,,8095,24597,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,CCHBC-Sofia,,,0,8095,CSI_SITEHANDLE_FOUND_IN_GOLD
2641293,,,9702,19045,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,2641293,,,0,9702,CSI_SITEHANDLE_FOUND_IN_GOLD
Aggreko Gotenburg New,,,18073,21219,IP_VPN,NOT REQUIRED,NOT REQUIRED,Aggreko Gotenburg New,,,0,18073,CSI_SITEHANDLE_FOUND_IN_GOLD
10492_Manchester,,,10492,27429,IP_VPN,NOT REQUIRED,NOT REQUIRED,10492_Manchester,,,0,10492,CSI_SITEHANDLE_FOUND_IN_GOLD
GM2_Bristol3,,,19124,14129,IP_VPN,NOT REQUIRED,NOT REQUIRED,GM2_Bristol3,,,0,19124,CSI_SITEHANDLE_FOUND_IN_GOLD
MA_Malden,,,19124,22504,IP_VPN,NOT REQUIRED,NOT REQUIRED,MA_Malden,,,0,19124,CSI_SITEHANDLE_FOUND_IN_GOLD
OMAB7995-1,CI00049842,CI00030714,7995,25636,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,OMAB7995-1,CI00049842,CI00030714,0,7995,CSI_SITEHANDLE_FOUND_IN_GOLD
MADB5368-1,,,5368,14299,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,MADB5368-1,,,1,5368,CSI_SITEHANDLE_FOUND_IN_GOLD
Hanjin-USA-SOFBB,,,661444,20912,FRAME_RELAY,NOT REQUIRED,NOT REQUIRED,Hanjin-USA-SOFBB,,,0,661444,CSI_SITEHANDLE_FOUND_IN_GOLD
Hochtief New York,,,7712,20822,MANAGED_ROUTER_CPE_LANAS,NOT REQUIRED,NOT REQUIRED,Hochtief New York,,,0,7712,CSI_SITEHANDLE_FOUND_IN_GOLD
LGE-Madrid,,,2603,26866,LAN_ACCESS,NOT REQUIRED,NOT REQUIRED,LGE-Madrid,,,0,2603,CSI_SITEHANDLE_FOUND_IN_GOLD
