ORANGE_SITENAME,ADDRESS_ID,CORE_SITE_ID,SITECODE,UPDATED_SITECODE,UPDATED_ORANGE_SITENAME
James Walker & Co Ltd,,,James Walker & Co Ltd,James Walker  Co Ltd_SC,James Walker  Co Ltd_SC
Northamptonshire Chamber of Comm & Ind,,,Northamptonshire Chamber of Comm & Ind,Northamptonshire Chamber of Comm  Ind_SC,Northamptonshire Chamber of Comm  Ind_SC
048-02050 SA BARY & FILS,,,048-02050 SA BARY & FILS,048-02050 SA BARY  FILS_SC,048-02050 SA BARY  FILS_SC
O'Connor & Co,,,O'Connor & Co,OConnor  Co_SC,OConnor  Co_SC
OM Banks & Brokers (VPA),,,OM Banks & Brokers (VPA),OM Banks  Brokers (VPA)_SC,OM Banks  Brokers (VPA)_SC
Spear Leeds & Kel,,,Spear Leeds & Kel,Spear Leeds  Kel_SC,Spear Leeds  Kel_SC
BRSB9397-1 &2,,,BRSB9397-1 &2,BRSB9397-1 2_SC,BRSB9397-1 2_SC
GB - T&L Patchway (Avonmouth),,,GB - T&L Patchway (Avonmouth),GB - TL Patchway (Avonmouth)_SC,GB - TL Patchway (Avonmouth)_SC
US - Secaucus - C/O AT&T ENS,,,US - Secaucus - C/O AT&T ENS,US - Secaucus - C/O ATT ENS_SC,US - Secaucus - C/O ATT ENS_SC
LU-VE-HSBCT&B-01,,,LU-VE-HSBCT&B-01,LU-VE-HSBCTB-01_SC,LU-VE-HSBCTB-01_SC
K&N-HKG DRC,,,K&N-HKG DRC,KN-HKG DRC_SC,KN-HKG DRC_SC
E&Y Norway,,,E&Y Norway,EY Norway_SC,EY Norway_SC
IBM BC&RS,,,IBM BC&RS,IBM BCRS_SC,IBM BCRS_SC
CN003 - North Region & MD Office,,,CN003 - North Region & MD Office,CN003 - North Region  MD Office_SC,CN003 - North Region  MD Office_SC
J&B Oslo,,,J&B Oslo,JB Oslo_SC,JB Oslo_SC
D-US-Irvine (S&S Co.),,,D-US-Irvine (S&S Co.),D-US-Irvine (SS Co.)_SC,D-US-Irvine (SS Co.)_SC
D-UK-H&A BOTTLERS Manchester,,,D-UK-H&A BOTTLERS Manchester,D-UK-HA BOTTLERS Manchester_SC,D-UK-HA BOTTLERS Manchester_SC
D-UK-J&B Coattes Crescent (Edinburgh),,,D-UK-J&B Coattes Crescent (Edinburgh),D-UK-JB Coattes Crescent (Edinburgh)_SC,D-UK-JB Coattes Crescent (Edinburgh)_SC
D-UK-J&B St James St London,,,D-UK-J&B St James St London,D-UK-JB St James St London_SC,D-UK-JB St James St London_SC
ACCOR DOP NOVOTEL FRANCE NORD & EST,,,ACCOR DOP NOVOTEL FRANCE NORD & EST,ACCOR DOP NOVOTEL FRANCE NORD  EST_SC,ACCOR DOP NOVOTEL FRANCE NORD  EST_SC
"Morgan Stanley & Co. Intl Ltd-Geneva	",,,"Morgan Stanley & Co. Intl Ltd-Geneva	","Morgan Stanley  Co. Intl Ltd-Geneva	_SC","Morgan Stanley  Co. Intl Ltd-Geneva	_SC"
LV-Mortagage&LBOL-01,CI00008720,CI00008662,LV-Mortagage&LBOL-01,LV-MortagageLBOL-01_SC,LV-Mortagage&LBOL-01
ROHM&HAAS TRANSFER OF CONTRACT 01/07/03,,,ROHM&HAAS TRANSFER OF CONTRACT 01/07/03,ROHMHAAS TRANSFER OF CONTRACT 01/07/0_SC,ROHMHAAS TRANSFER OF CONTRACT 01/07/0_SC
99098 K&N,MA09000102,MS09000099,99098 K&N,99098 KN_SC,99098 K&N
11598 - ED & F MAN,,,11598 - ED & F MAN,11598 - ED  F MAN_SC,11598 - ED  F MAN_SC
Rotterdam (D&B),,,Rotterdam (D&B),Rotterdam (DB)_SC,Rotterdam (DB)_SC
Ostersund (S&L),,,Ostersund (S&L),Ostersund (SL)_SC,Ostersund (SL)_SC
PICTET & CIE Geneva,,,PICTET & CIE Geneva,PICTET  CIE Geneva_SC,PICTET  CIE Geneva_SC
RU-SPBANKfor R&D-01,,,RU-SPBANKfor R&D-01,RU-SPBANKfor RD-01_SC,RU-SPBANKfor RD-01_SC
RU-HOMEC&Fbank-01,,,RU-HOMEC&Fbank-01,RU-HOMECFbank-01_SC,RU-HOMECFbank-01_SC
Goldenberg Hehmeyer & Co London,,,Goldenberg Hehmeyer & Co London,Goldenberg Hehmeyer  Co London_SC,Goldenberg Hehmeyer  Co London_SC
K&N-SEL-FA Office,,,K&N-SEL-FA Office,KN-SEL-FA Office_SC,KN-SEL-FA Office_SC
Morgan Stanley & Co Intl Ltd-SA,,,Morgan Stanley & Co Intl Ltd-SA,Morgan Stanley  Co Intl Ltd-SA_SC,Morgan Stanley  Co Intl Ltd-SA_SC
P&O Vietnam,,,P&O Vietnam,PO Vietnam_SC,PO Vietnam_SC
Cairo (J&J),,,Cairo (J&J),Cairo (JJ)_SC,Cairo (JJ)_SC
P.W & Co-Croatia,,,P.W & Co-Croatia,P.W  Co-Croatia_SC,P.W  Co-Croatia_SC
P.W. & Co-Slovenia,,,P.W. & Co-Slovenia,P.W.  Co-Slovenia_SC,P.W.  Co-Slovenia_SC
P.W. & Co-Tunisia,,,P.W. & Co-Tunisia,P.W.  Co-Tunisia_SC,P.W.  Co-Tunisia_SC
P.W. & Co-Morocco,,,P.W. & Co-Morocco,P.W.  Co-Morocco_SC,P.W.  Co-Morocco_SC
P.W. & Co-Kinshasa,,,P.W. & Co-Kinshasa,P.W.  Co-Kinshasa_SC,P.W.  Co-Kinshasa_SC
P.W. & Co-Gabon,,,P.W. & Co-Gabon,P.W.  Co-Gabon_SC,P.W.  Co-Gabon_SC
P.W. & Co-Pakistan,,,P.W. & Co-Pakistan,P.W.  Co-Pakistan_SC,P.W.  Co-Pakistan_SC
P.W. & Co-Tanzania,,,P.W. & Co-Tanzania,P.W.  Co-Tanzania_SC,P.W.  Co-Tanzania_SC
ROHM & HAAS DISCONNECTION,,,ROHM & HAAS DISCONNECTION,ROHM  HAAS DISCONNECTION_SC,ROHM  HAAS DISCONNECTION_SC
The Link Asset & Securities co Ltd - Lon,,,The Link Asset & Securities co Ltd - Lon,The Link Asset  Securities co Ltd - L_SC,The Link Asset  Securities co Ltd - L_SC
"Cap Gemini Ernst & Young-East India Doc	",,,"Cap Gemini Ernst & Young-East India Doc	",Cap Gemini Ernst  Young-East India Do_SC,Cap Gemini Ernst  Young-East India Do_SC
DAEWOO SHIPBUILDING&MARINE ENGINEERINGCO,,,DAEWOO SHIPBUILDING&MARINE ENGINEERINGCO,DAEWOO SHIPBUILDINGMARINE ENGINEERING_SC,DAEWOO SHIPBUILDINGMARINE ENGINEERING_SC
TOTAL FRANCE RAFFINAGE & MARKETING,,,TOTAL FRANCE RAFFINAGE & MARKETING,TOTAL FRANCE RAFFINAGE  MARKETING_SC,TOTAL FRANCE RAFFINAGE  MARKETING_SC
CN066 - CityPlaza & WanGuo Warehouse,,,CN066 - CityPlaza & WanGuo Warehouse,CN066 - CityPlaza  WanGuo Warehouse_SC,CN066 - CityPlaza  WanGuo Warehouse_SC
P&O-Nanjing,,,P&O-Nanjing,PO-Nanjing_SC,PO-Nanjing_SC
BS-SentinelB&T-01,,,BS-SentinelB&T-01,BS-SentinelBT-01_SC,BS-SentinelBT-01_SC
P.W. & Co-Jordan,MAG5102484,MSG5102514,P.W. & Co-Jordan,P.W.  Co-Jordan_SC,P.W. & Co-Jordan
BS-HAMBROS_B&T-01,,,BS-HAMBROS_B&T-01,BS-HAMBROS_BT-01_SC,BS-HAMBROS_BT-01_SC
P&V,,,P&V,PV_SC,PV_SC
PT3P1 - CGE&Y  PT,,,PT3P1 - CGE&Y  PT,PT3P1 - CGEY  PT_SC,PT3P1 - CGEY  PT_SC
CN003 North & Office,,,CN003 North & Office,CN003 North  Office_SC,CN003 North  Office_SC
R & D Cambridge,,,R & D Cambridge,R  D Cambridge_SC,R  D Cambridge_SC
P.W. & Co-Tunisia1,MAG5102485,MSG5102515,P.W. & Co-Tunisia1,P.W.  Co-Tunisia1_SC,P.W. & Co-Tunisia1
P&O-Bangladesh,,,P&O-Bangladesh,PO-Bangladesh_SC,PO-Bangladesh_SC
P&O-Bangladesh1,,,P&O-Bangladesh1,PO-Bangladesh1_SC,PO-Bangladesh1_SC
THOM70 & 71,,,THOM70 & 71,THOM70  71_SC,THOM70  71_SC
ISTB3864-1 / Johnson & Johnson,,,ISTB3864-1 / Johnson & Johnson,ISTB3864-1 / Johnson  Johnson_SC,ISTB3864-1 / Johnson  Johnson_SC
BS-POBT_B & T-02,,,BS-POBT_B & T-02,BS-POBT_B  T-02_SC,BS-POBT_B  T-02_SC
"P&0 Nedlloyd-Bulgaria	",,,"P&0 Nedlloyd-Bulgaria	","P0 Nedlloyd-Bulgaria	_SC","P0 Nedlloyd-Bulgaria	_SC"
BUL_Alstom Power T&D_Sofia,,,BUL_Alstom Power T&D_Sofia,BUL_Alstom Power TD_Sofia_SC,BUL_Alstom Power TD_Sofia_SC
EG_Alstom T&D_Cairo,,,EG_Alstom T&D_Cairo,EG_Alstom TD_Cairo_SC,EG_Alstom TD_Cairo_SC
FR150 - GUYENNE & GASCOGNE,,,FR150 - GUYENNE & GASCOGNE,FR150 - GUYENNE  GASCOGNE_SC,FR150 - GUYENNE  GASCOGNE_SC
GENESIS ABERDEEN & LONDON,,,GENESIS ABERDEEN & LONDON,GENESIS ABERDEEN  LONDON_SC,GENESIS ABERDEEN  LONDON_SC
AU_Areva T&D_Hurstville,,,AU_Areva T&D_Hurstville,AU_Areva TD_Hurstville_SC,AU_Areva TD_Hurstville_SC
AU_Areva T&D_Mitchell ACT,,,AU_Areva T&D_Mitchell ACT,AU_Areva TD_Mitchell ACT_SC,AU_Areva TD_Mitchell ACT_SC
BS-FinterB&T-01,,,BS-FinterB&T-01,BS-FinterBT-01_SC,BS-FinterBT-01_SC
AU_Alstom T&D_Towoomba,,,AU_Alstom T&D_Towoomba,AU_Alstom TD_Towoomba_SC,AU_Alstom TD_Towoomba_SC
"Le Meridien Hotels & Resorts Limited	",,,"Le Meridien Hotels & Resorts Limited	","Le Meridien Hotels  Resorts Limited	_SC","Le Meridien Hotels  Resorts Limited	_SC"
SWT_Alstom T&D_Oberentfelden,,,SWT_Alstom T&D_Oberentfelden,SWT_Alstom TD_Oberentfelden_SC,SWT_Alstom TD_Oberentfelden_SC
BS-OceanicB&T-01,,,BS-OceanicB&T-01,BS-OceanicBT-01_SC,BS-OceanicBT-01_SC
CZ_Alstom T&D,,,CZ_Alstom T&D,CZ_Alstom TD_SC,CZ_Alstom TD_SC
P&-Lithuania,,,P&-Lithuania,P-Lithuania_SC,P-Lithuania_SC
P&O-Estonia,,,P&O-Estonia,PO-Estonia_SC,PO-Estonia_SC
CN_Alstom T&D_Guangzhou,,,CN_Alstom T&D_Guangzhou,CN_Alstom TD_Guangzhou_SC,CN_Alstom TD_Guangzhou_SC
AU_Areva T&D_Pymble,,,AU_Areva T&D_Pymble,AU_Areva TD_Pymble_SC,AU_Areva TD_Pymble_SC
Legal & General,,,Legal & General,Legal  General_SC,Legal  General_SC
#NAME?,,,#NAME?,Le Meridien Hotels  ResortsNetherland_SC,Le Meridien Hotels  ResortsNetherland_SC
CN_Alstom T&D_Beijing,,,CN_Alstom T&D_Beijing,CN_Alstom TD_Beijing_SC,CN_Alstom TD_Beijing_SC
CN_Alstom T&D_Shanghai,,,CN_Alstom T&D_Shanghai,CN_Alstom TD_Shanghai_SC,CN_Alstom TD_Shanghai_SC
CN_Areva T&D_Suzhou,,,CN_Areva T&D_Suzhou,CN_Areva TD_Suzhou_SC,CN_Areva TD_Suzhou_SC
MY_Alstom T&D_Kuala Lumpur,,,MY_Alstom T&D_Kuala Lumpur,MY_Alstom TD_Kuala Lumpur_SC,MY_Alstom TD_Kuala Lumpur_SC
PL_Alstom T&D_Mikolow,,,PL_Alstom T&D_Mikolow,PL_Alstom TD_Mikolow_SC,PL_Alstom TD_Mikolow_SC
PL_Alstom T&D_Swiebodzice,,,PL_Alstom T&D_Swiebodzice,PL_Alstom TD_Swiebodzice_SC,PL_Alstom TD_Swiebodzice_SC
BR_Alstom T&D_Canoas,,,BR_Alstom T&D_Canoas,BR_Alstom TD_Canoas_SC,BR_Alstom TD_Canoas_SC
BR_Alstom T&D_Interlagos,,,BR_Alstom T&D_Interlagos,BR_Alstom TD_Interlagos_SC,BR_Alstom TD_Interlagos_SC
BR_Alstom T&D_Itajuba,,,BR_Alstom T&D_Itajuba,BR_Alstom TD_Itajuba_SC,BR_Alstom TD_Itajuba_SC
CA_Asltom T&D_La Prairie,,,CA_Asltom T&D_La Prairie,CA_Asltom TD_La Prairie_SC,CA_Asltom TD_La Prairie_SC
CL_Alstom T&d_Santiago,,,CL_Alstom T&d_Santiago,CL_Alstom Td_Santiago_SC,CL_Alstom Td_Santiago_SC
DE_Asltom T&D_ Frankfurt,,,DE_Asltom T&D_ Frankfurt,DE_Asltom TD_ Frankfurt_SC,DE_Asltom TD_ Frankfurt_SC
CN - Alstom T&D Shangai,,,CN - Alstom T&D Shangai,CN - Alstom TD Shangai_SC,CN - Alstom TD Shangai_SC
AU_Alstom T&D_Rocklea,,,AU_Alstom T&D_Rocklea,AU_Alstom TD_Rocklea_SC,AU_Alstom TD_Rocklea_SC
PL_Alstom T&D_Katowice,,,PL_Alstom T&D_Katowice,PL_Alstom TD_Katowice_SC,PL_Alstom TD_Katowice_SC
CH_Alstom T&D_Beijing Switchgear,,,CH_Alstom T&D_Beijing Switchgear,CH_Alstom TD_Beijing Switchgear_SC,CH_Alstom TD_Beijing Switchgear_SC
T&D Neuilly,,,T&D Neuilly,TD Neuilly_SC,TD Neuilly_SC
CH_Areva T&D_Hong Kong Office,,,CH_Areva T&D_Hong Kong Office,CH_Areva TD_Hong Kong Office_SC,CH_Areva TD_Hong Kong Office_SC
CH_Areva T&D_Shanghai Transformer,,,CH_Areva T&D_Shanghai Transformer,CH_Areva TD_Shanghai Transformer_SC,CH_Areva TD_Shanghai Transformer_SC
P&O-St Petersburg 1,,,P&O-St Petersburg 1,PO-St Petersburg 1_SC,PO-St Petersburg 1_SC
CH_Areva T&D_Wuhan,,,CH_Areva T&D_Wuhan,CH_Areva TD_Wuhan_SC,CH_Areva TD_Wuhan_SC
Finance & Credit Banking Corp,,,Finance & Credit Banking Corp,Finance  Credit Banking Corp_SC,Finance  Credit Banking Corp_SC
RU_Alstom T&D_Moscow,,,RU_Alstom T&D_Moscow,RU_Alstom TD_Moscow_SC,RU_Alstom TD_Moscow_SC
HU_Alstom T&D_Budapest,,,HU_Alstom T&D_Budapest,HU_Alstom TD_Budapest_SC,HU_Alstom TD_Budapest_SC
AU_Alstom T&D_Cairns,,,AU_Alstom T&D_Cairns,AU_Alstom TD_Cairns_SC,AU_Alstom TD_Cairns_SC
P&O-Ukraine,,,P&O-Ukraine,PO-Ukraine_SC,PO-Ukraine_SC
NO T&D COUNTRY SALES MANAGEMENT,,,NO T&D COUNTRY SALES MANAGEMENT,NO TD COUNTRY SALES MANAGEMENT_SC,NO TD COUNTRY SALES MANAGEMENT_SC
Royal & Sun Alliance-Copenhagen,,,Royal & Sun Alliance-Copenhagen,Royal  Sun Alliance-Copenhagen_SC,Royal  Sun Alliance-Copenhagen_SC
RO AREVA T&D ROMANIA,,,RO AREVA T&D ROMANIA,RO AREVA TD ROMANIA_SC,RO AREVA TD ROMANIA_SC
SL ALSTOM T&D SRO,,,SL ALSTOM T&D SRO,SL ALSTOM TD SRO_SC,SL ALSTOM TD SRO_SC
CH_Areva T&D_Kobe,,,CH_Areva T&D_Kobe,CH_Areva TD_Kobe_SC,CH_Areva TD_Kobe_SC
NI_Alstom T&D_Abuja,,,NI_Alstom T&D_Abuja,NI_Alstom TD_Abuja_SC,NI_Alstom TD_Abuja_SC
K&N-SIN FA,CI00044152,CI00043897,K&N-SIN FA,KN-SIN FA_SC,K&N-SIN FA
Athens-P&K,,,Athens-P&K,Athens-PK_SC,Athens-PK_SC
K&N-SHA-1,,,K&N-SHA-1,KN-SHA-1_SC,KN-SHA-1_SC
Th_Alstom T&D_Bagkok,,,Th_Alstom T&D_Bagkok,Th_Alstom TD_Bagkok_SC,Th_Alstom TD_Bagkok_SC
UK_Alstom T&D_Kiev,,,UK_Alstom T&D_Kiev,UK_Alstom TD_Kiev_SC,UK_Alstom TD_Kiev_SC
ARGENTINE AREVA T&D Argentina S.A.,,,ARGENTINE AREVA T&D Argentina S.A.,ARGENTINE AREVA TD Argentina S.A._SC,ARGENTINE AREVA TD Argentina S.A._SC
ITALY AREVA T&D FIR S.p.A.,,,ITALY AREVA T&D FIR S.p.A.,ITALY AREVA TD FIR S.p.A._SC,ITALY AREVA TD FIR S.p.A._SC
ITALY AREVA T&D,,,ITALY AREVA T&D,ITALY AREVA TD_SC,ITALY AREVA TD_SC
ITALY AREVA T&D SpA,,,ITALY AREVA T&D SpA,ITALY AREVA TD SpA_SC,ITALY AREVA TD SpA_SC
SK ALSTOM T&D Korea,,,SK ALSTOM T&D Korea,SK ALSTOM TD Korea_SC,SK ALSTOM TD Korea_SC
PO ALSTOM T&D BELGIUM SA,,,PO ALSTOM T&D BELGIUM SA,PO ALSTOM TD BELGIUM SA_SC,PO ALSTOM TD BELGIUM SA_SC
ME ALSTOM T&D S.A de C.V.,,,ME ALSTOM T&D S.A de C.V.,ME ALSTOM TD S.A de C.V._SC,ME ALSTOM TD S.A de C.V._SC
NE ALSTOM Nederland BV / T&D Sales Manag,,,NE ALSTOM Nederland BV / T&D Sales Manag,NE ALSTOM Nederland BV / TD Sales Man_SC,NE ALSTOM Nederland BV / TD Sales Man_SC
048-03350 - MAGOT & CIE - PGXB2221-2,,,048-03350 - MAGOT & CIE - PGXB2221-2,048-03350 - MAGOT  CIE - PGXB2221-2_SC,048-03350 - MAGOT  CIE - PGXB2221-2_SC
"P&O Nedlloyd-Castello, 115 Floor 8 Offi	",,,"P&O Nedlloyd-Castello, 115 Floor 8 Offi	","PO Nedlloyd-Castello, 115 Floor 8 Off_SC","PO Nedlloyd-Castello, 115 Floor 8 Off_SC"
Prague (P&G Czech Republic s.r.o),,,Prague (P&G Czech Republic s.r.o),Prague (PG Czech Republic s.r.o)_SC,Prague (PG Czech Republic s.r.o)_SC
Q_Areva T&D_Doha,,,Q_Areva T&D_Doha,Q_Areva TD_Doha_SC,Q_Areva TD_Doha_SC
PL_Alstom T&D_Warsaw,,,PL_Alstom T&D_Warsaw,PL_Alstom TD_Warsaw_SC,PL_Alstom TD_Warsaw_SC
UK_Alstom T&D_London,,,UK_Alstom T&D_London,UK_Alstom TD_London_SC,UK_Alstom TD_London_SC
YOUGOSLAVIA ALSTOM Network/Represen T&D,,,YOUGOSLAVIA ALSTOM Network/Represen T&D,YOUGOSLAVIA ALSTOM Network/Represen T_SC,YOUGOSLAVIA ALSTOM Network/Represen T_SC
AT&T Colo,,,AT&T Colo,ATT Colo_SC,ATT Colo_SC
AT&T COLO Houston,,,AT&T COLO Houston,ATT COLO Houston_SC,ATT COLO Houston_SC
AT&T Colo Oakbrook,,,AT&T Colo Oakbrook,ATT Colo Oakbrook_SC,ATT Colo Oakbrook_SC
AT&T Colo NY,,,AT&T Colo NY,ATT Colo NY_SC,ATT Colo NY_SC
W&B MHS Benelux,,,W&B MHS Benelux,WB MHS Benelux_SC,WB MHS Benelux_SC
G_Alstom T&D_Tibilisi,,,G_Alstom T&D_Tibilisi,G_Alstom TD_Tibilisi_SC,G_Alstom TD_Tibilisi_SC
I_Areva T&D_Roma,,,I_Areva T&D_Roma,I_Areva TD_Roma_SC,I_Areva TD_Roma_SC
JO_Areva T&D_Amman,,,JO_Areva T&D_Amman,JO_Areva TD_Amman_SC,JO_Areva TD_Amman_SC
KU_Areva T&D_Farwaniya,,,KU_Areva T&D_Farwaniya,KU_Areva TD_Farwaniya_SC,KU_Areva TD_Farwaniya_SC
PH_Alstom T&D_Manila,,,PH_Alstom T&D_Manila,PH_Alstom TD_Manila_SC,PH_Alstom TD_Manila_SC
PH_Alstom T&D_Cebu City,,,PH_Alstom T&D_Cebu City,PH_Alstom TD_Cebu City_SC,PH_Alstom TD_Cebu City_SC
W&B MHS France 1,,,W&B MHS France 1,WB MHS France 1_SC,WB MHS France 1_SC
W&B MHS Switzerland,,,W&B MHS Switzerland,WB MHS Switzerland_SC,WB MHS Switzerland_SC
W&B MHS Slovakia,,,W&B MHS Slovakia,WB MHS Slovakia_SC,WB MHS Slovakia_SC
W&B MHS Prague,,,W&B MHS Prague,WB MHS Prague_SC,WB MHS Prague_SC
W&B MHS Italy,,,W&B MHS Italy,WB MHS Italy_SC,WB MHS Italy_SC
W&B MHS Hungary,,,W&B MHS Hungary,WB MHS Hungary_SC,WB MHS Hungary_SC
W&B MHS Austria,,,W&B MHS Austria,WB MHS Austria_SC,WB MHS Austria_SC
CN - - Rooms 4004-4015 &4016,,,CN - - Rooms 4004-4015 &4016,CN - - Rooms 4004-4015 4016_SC,CN - - Rooms 4004-4015 4016_SC
CN - - 17/F & 18/F Peregrine Plaza,,,CN - - 17/F & 18/F Peregrine Plaza,CN - - 17/F  18/F Peregrine Plaza_SC,CN - - 17/F  18/F Peregrine Plaza_SC
Wien (P&C),,,Wien (P&C),Wien (PC)_SC,Wien (PC)_SC
K&N-MFM-1,,,K&N-MFM-1,KN-MFM-1_SC,KN-MFM-1_SC
JO-AA-E&FB-01,,,JO-AA-E&FB-01,JO-AA-EFB-01_SC,JO-AA-EFB-01_SC
ALSTOM T&D SHARJAH,MAG4206558,MSG4206684,ALSTOM T&D SHARJAH,ALSTOM TD SHARJAH_SC,ALSTOM T&D SHARJAH
Es_Alstom T&D_San Fernando Madrid,,,Es_Alstom T&D_San Fernando Madrid,Es_Alstom TD_San Fernando Madrid_SC,Es_Alstom TD_San Fernando Madrid_SC
ES_Alstom T&D_Bilbao,,,ES_Alstom T&D_Bilbao,ES_Alstom TD_Bilbao_SC,ES_Alstom TD_Bilbao_SC
ES_Alstom T&D_Malaga,,,ES_Alstom T&D_Malaga,ES_Alstom TD_Malaga_SC,ES_Alstom TD_Malaga_SC
ES_Alstom T&D_Sevilla,,,ES_Alstom T&D_Sevilla,ES_Alstom TD_Sevilla_SC,ES_Alstom TD_Sevilla_SC
Es_Alstom T&D_Valencia,,,Es_Alstom T&D_Valencia,Es_Alstom TD_Valencia_SC,Es_Alstom TD_Valencia_SC
Areva T&D_ Gävle,,,Areva T&D_ Gävle,Areva TD_ Gävle_SC,Areva TD_ Gävle_SC
ES_Alstom T&D_Zaragoza,,,ES_Alstom T&D_Zaragoza,ES_Alstom TD_Zaragoza_SC,ES_Alstom TD_Zaragoza_SC
"P&O-Pavetletsky Tower,",,,"P&O-Pavetletsky Tower,","PO-Pavetletsky Tower,_SC","PO-Pavetletsky Tower,_SC"
Areva T&D-Gävle,,,Areva T&D-Gävle,Areva TD-Gävle_SC,Areva TD-Gävle_SC
Tiscali - H&M London,,,Tiscali - H&M London,Tiscali - HM London_SC,Tiscali - HM London_SC
Areva T&D Sydney,,,Areva T&D Sydney,Areva TD Sydney_SC,Areva TD Sydney_SC
H & M 5,,,H & M 5,H  M 5_SC,H  M 5_SC
H & M 6,,,H & M 6,H  M 6_SC,H  M 6_SC
H & M 7,,,H & M 7,H  M 7_SC,H  M 7_SC
AU_Areva T&D_Dubai Deira,,,AU_Areva T&D_Dubai Deira,AU_Areva TD_Dubai Deira_SC,AU_Areva TD_Dubai Deira_SC
K&N-CAN,,,K&N-CAN,KN-CAN_SC,KN-CAN_SC
Pasporte - M&H Recycling (West Sussex),,,Pasporte - M&H Recycling (West Sussex),Pasporte - MH Recycling (West Sussex)_SC,Pasporte - MH Recycling (West Sussex)_SC
"Le Meridien Hotels & Resorts Limite-Mex	",,,"Le Meridien Hotels & Resorts Limite-Mex	",Le Meridien Hotels  Resorts Limite-Me_SC,Le Meridien Hotels  Resorts Limite-Me_SC
9319_JPN_Izumisano_001,CI00024855,CI00024758,K&N-OSA-Izumisano City,KN-OSA-Izumisano City_SC,9319_JPN_Izumisano_001
Bank Von Ernst & Cie AG,,,Bank Von Ernst & Cie AG,Bank Von Ernst  Cie AG_SC,Bank Von Ernst  Cie AG_SC
AT&T Colo Atlanta,,,AT&T Colo Atlanta,ATT Colo Atlanta_SC,ATT Colo Atlanta_SC
AT&T Colo Camden,,,AT&T Colo Camden,ATT Colo Camden_SC,ATT Colo Camden_SC
H & M,,,H & M,H  M_SC,H  M_SC
San Francisco AT&T Colo,,,San Francisco AT&T Colo,San Francisco ATT Colo_SC,San Francisco ATT Colo_SC
Los Angeles AT&T Colo,,,Los Angeles AT&T Colo,Los Angeles ATT Colo_SC,Los Angeles ATT Colo_SC
Miami AT&T Colo,,,Miami AT&T Colo,Miami ATT Colo_SC,Miami ATT Colo_SC
H & M 2,,,H & M 2,H  M 2_SC,H  M 2_SC
H & M 3,,,H & M 3,H  M 3_SC,H  M 3_SC
H & M 4,,,H & M 4,H  M 4_SC,H  M 4_SC
Allen & Overy - Dubai,,,Allen & Overy - Dubai,Allen  Overy - Dubai_SC,Allen  Overy - Dubai_SC
"P&O Nedlloyd-Salvador	",,,"P&O Nedlloyd-Salvador	","PO Nedlloyd-Salvador	_SC","PO Nedlloyd-Salvador	_SC"
Allen & Overy-Warswaw,,,Allen & Overy-Warswaw,Allen  Overy-Warswaw_SC,Allen  Overy-Warswaw_SC
Bain & Company,,,Bain & Company,Bain  Company_SC,Bain  Company_SC
Bain & Company 25 Floor,,,Bain & Company 25 Floor,Bain  Company 25 Floor_SC,Bain  Company 25 Floor_SC
K&N-JKT FA,CI00043857,CI00043602,K&N-JKT FA,KN-JKT FA_SC,K&N-JKT FA
K&N-BKK FA,,,K&N-BKK FA,KN-BKK FA_SC,KN-BKK FA_SC
K&N-LCH,,,K&N-LCH,KN-LCH_SC,KN-LCH_SC
Allen & Overy - Tokyo,,,Allen & Overy - Tokyo,Allen  Overy - Tokyo_SC,Allen  Overy - Tokyo_SC
P&G Moscow,,,P&G Moscow,PG Moscow_SC,PG Moscow_SC
The Link Asset & Securities Co Ltd.,,,The Link Asset & Securities Co Ltd.,The Link Asset  Securities Co Ltd._SC,The Link Asset  Securities Co Ltd._SC
Styles & Wood,,,Styles & Wood,Styles  Wood_SC,Styles  Wood_SC
Tyne & Wear (DCSB30497-1),,,Tyne & Wear (DCSB30497-1),Tyne  Wear (DCSB30497-1)_SC,Tyne  Wear (DCSB30497-1)_SC
"B.V. Autobedrijf G.J. Vette & Zn.		",,,"B.V. Autobedrijf G.J. Vette & Zn.		","B.V. Autobedrijf G.J. Vette  Zn.		_SC","B.V. Autobedrijf G.J. Vette  Zn.		_SC"
Fans & Grilles Hull (Lindab)  // Unit 18,,,Fans & Grilles Hull (Lindab)  // Unit 18,Fans  Grilles Hull (Lindab)  // Unit _SC,Fans  Grilles Hull (Lindab)  // Unit _SC
P&O-Alexandria,,,P&O-Alexandria,PO-Alexandria_SC,PO-Alexandria_SC
P&O - Sweden,,,P&O - Sweden,PO - Sweden_SC,PO - Sweden_SC
"Van Kerkhof & Visscher Tiel		",,,"Van Kerkhof & Visscher Tiel		","Van Kerkhof  Visscher Tiel		_SC","Van Kerkhof  Visscher Tiel		_SC"
Van Kerkhof & Visscher Wijk bij Duursted,,,Van Kerkhof & Visscher Wijk bij Duursted,Van Kerkhof  Visscher Wijk bij Duurst_SC,Van Kerkhof  Visscher Wijk bij Duurst_SC
MAN Camions & Bus S.A.,,,MAN Camions & Bus S.A.,MAN Camions  Bus S.A._SC,MAN Camions  Bus S.A._SC
P& K SEcurities S.A.,,,P& K SEcurities S.A.,P K SEcurities S.A._SC,P K SEcurities S.A._SC
P&K Securities S.A.,,,P&K Securities S.A.,PK Securities S.A._SC,PK Securities S.A._SC
